adv_C_to_C_mean,adv_C_to_C_n_runs,adv_C_to_C_std,adv_C_to_W_mean,adv_C_to_W_n_runs,adv_C_to_W_std,adv_W_to_C_mean,adv_W_to_C_n_runs,adv_W_to_C_std,adv_W_to_W_mean,adv_W_to_W_n_runs,adv_W_to_W_std,adv_acc_mean,adv_acc_n_runs,adv_acc_std,adv_asr_mean,adv_asr_n_runs,adv_asr_std,adv_robust_acc_mean,adv_robust_acc_n_runs,adv_robust_acc_std,attack_layer,baseline_acc_mean,baseline_acc_n_runs,baseline_acc_std,baseline_asr_mean,baseline_asr_n_runs,baseline_asr_std,baseline_robust_acc_mean,baseline_robust_acc_n_runs,baseline_robust_acc_std,clean_acc_validation,elapsed_seconds,rank_r,reft_layer,run_dir,train_inner_attack
16.333333333333332,3,0.4714045207910317,4.666666666666667,3,0.4714045207910317,0.0,3,0.0,19.0,3,0.816496580927726,0.5249999999868751,3,0.020412414522682835,0.22178932177876565,3,0.016028362218916254,0.4083333333231251,3,0.011785113019481175,1,0.54999999998625,3,0.0,0.18181818180991735,3,0.0,0.44999999998875007,3,0.0,0.501127649977447,23410.127641916275,4,1,out/pythia410m/harmless/reft_att_heatmap/param_grid_task_1/seed42_Rrandom_L1_A1_r4_atklatent_pgd_task1,latent_pgd
16.333333333333332,3,0.4714045207910317,4.666666666666667,3,0.4714045207910317,0.0,3,0.0,19.0,3,0.816496580927726,0.524999999986875,3,0.020412414522682835,0.22178932177876565,3,0.016028362218916254,0.408333333323125,3,0.011785113019481175,21,0.54999999998625,3,0.0,0.18181818180991735,3,0.0,0.44999999998875007,3,0.0,0.6829048263419035,9996.419512271881,4,6,out/pythia410m/harmless/reft_att_heatmap/param_grid_task_10/seed42_Rrandom_L6_A21_r4_atklatent_pgd_task10,latent_pgd
16.333333333333332,3,0.4714045207910317,4.666666666666667,3,0.4714045207910317,0.0,3,0.0,19.0,3,0.816496580927726,0.524999999986875,3,0.020412414522682835,0.22178932177876565,3,0.016028362218916254,0.408333333323125,3,0.011785113019481175,1,0.54999999998625,3,0.0,0.18181818180991735,3,0.0,0.44999999998875007,3,0.0,0.6580965268380695,12635.091783285141,4,11,out/pythia410m/harmless/reft_att_heatmap/param_grid_task_11/seed42_Rrandom_L11_A1_r4_atklatent_pgd_task11,latent_pgd
16.333333333333332,3,0.4714045207910317,4.666666666666667,3,0.4714045207910317,0.0,3,0.0,19.0,3,0.816496580927726,0.5249999999868751,3,0.020412414522682835,0.22178932177876565,3,0.016028362218916254,0.4083333333231251,3,0.011785113019481175,6,0.54999999998625,3,0.0,0.18181818180991735,3,0.0,0.44999999998875007,3,0.0,0.6612539467749211,11664.698810338974,4,11,out/pythia410m/harmless/reft_att_heatmap/param_grid_task_12/seed42_Rrandom_L11_A6_r4_atklatent_pgd_task12,latent_pgd
16.333333333333332,3,0.4714045207910317,4.666666666666667,3,0.4714045207910317,0.0,3,0.0,19.0,3,0.816496580927726,0.5249999999868751,3,0.020412414522682835,0.22178932177876565,3,0.016028362218916254,0.4083333333231251,3,0.011785113019481175,11,0.54999999998625,3,0.0,0.18181818180991735,3,0.0,0.44999999998875007,3,0.0,0.6811005863779883,15801.603396654129,4,11,out/pythia410m/harmless/reft_att_heatmap/param_grid_task_13/seed42_Rrandom_L11_A11_r4_atklatent_pgd_task13,latent_pgd
16.333333333333332,3,0.4714045207910317,4.666666666666667,3,0.4714045207910317,0.0,3,0.0,19.0,3,0.816496580927726,0.5249999999868751,3,0.020412414522682835,0.22178932177876565,3,0.016028362218916254,0.4083333333231251,3,0.011785113019481175,16,0.54999999998625,3,0.0,0.18181818180991735,3,0.0,0.44999999998875007,3,0.0,0.6842580063148399,15108.602417707443,4,11,out/pythia410m/harmless/reft_att_heatmap/param_grid_task_14/seed42_Rrandom_L11_A16_r4_atklatent_pgd_task14,latent_pgd
16.333333333333332,3,0.4714045207910317,4.666666666666667,3,0.4714045207910317,0.0,3,0.0,19.0,3,0.816496580927726,0.5249999999868751,3,0.020412414522682835,0.22178932177876565,3,0.016028362218916254,0.4083333333231251,3,0.011785113019481175,21,0.54999999998625,3,0.0,0.18181818180991735,3,0.0,0.44999999998875007,3,0.0,0.6842580063148399,12334.512771844864,4,11,out/pythia410m/harmless/reft_att_heatmap/param_grid_task_15/seed42_Rrandom_L11_A21_r4_atklatent_pgd_task15,latent_pgd
16.333333333333332,3,0.4714045207910317,4.666666666666667,3,0.4714045207910317,0.0,3,0.0,19.0,3,0.816496580927726,0.524999999986875,3,0.020412414522682835,0.22178932177876565,3,0.016028362218916254,0.408333333323125,3,0.011785113019481175,1,0.54999999998625,3,0.0,0.18181818180991735,3,0.0,0.44999999998875007,3,0.0,0.6869643662607127,19452.594441652298,4,16,out/pythia410m/harmless/reft_att_heatmap/param_grid_task_16/seed42_Rrandom_L16_A1_r4_atklatent_pgd_task16,latent_pgd
16.333333333333332,3,0.4714045207910317,4.666666666666667,3,0.4714045207910317,0.0,3,0.0,19.0,3,0.816496580927726,0.5249999999868751,3,0.020412414522682835,0.22178932177876565,3,0.016028362218916254,0.4083333333231251,3,0.011785113019481175,6,0.54999999998625,3,0.0,0.18181818180991735,3,0.0,0.44999999998875007,3,0.0,0.6811005863779883,23268.65188074112,4,16,out/pythia410m/harmless/reft_att_heatmap/param_grid_task_17/seed42_Rrandom_L16_A6_r4_atklatent_pgd_task17,latent_pgd
16.333333333333332,3,0.4714045207910317,4.666666666666667,3,0.4714045207910317,0.0,3,0.0,19.0,3,0.816496580927726,0.5249999999868751,3,0.020412414522682835,0.22178932177876565,3,0.016028362218916254,0.4083333333231251,3,0.011785113019481175,11,0.54999999998625,3,0.0,0.18181818180991735,3,0.0,0.44999999998875007,3,0.0,0.6833558863328822,10116.97902393341,4,16,out/pythia410m/harmless/reft_att_heatmap/param_grid_task_18/seed42_Rrandom_L16_A11_r4_atklatent_pgd_task18,latent_pgd
